sample.samplingPoint,longitude,latitude,area,subarea
AN-STLODE02,-0.261239,52.53052,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-STLODE05,-0.233958,52.54834,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WITH2,-0.625323,52.831916,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-CARRDYKE,-0.198781,52.607061,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-CALD5,-0.048627,52.961988,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-USGLOSTW,-0.894297,52.555216,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-DSGLOSTW,-0.915385,52.548219,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SIND4,-0.480368,53.225671,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-EYEB070A,-0.818905,52.595493,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-HUGH1,-0.620026,53.236845,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL66167C,0.40567,52.282008,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-GLEN110B,-0.536693,52.823395,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL35067S,0.008536,52.188725,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL23120C,-0.233744,51.962866,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-F836406B,0.763086,52.877219,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TL34173C,-0.046457,52.058468,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-WEN210,1.11876,52.725775,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-LUD01,-0.022832,53.361112,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-13M10,-0.253029,51.93483,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-RSN1105,0.126275,52.851878,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-70721003,1.630062,52.343622,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TOFTNGS,-0.450095,53.374006,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-41M09,0.898187,52.234968,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-WAITHBCK,-0.211975,53.416839,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WAIB1,-0.113774,53.497001,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-NORTHBKD,-0.167461,53.617156,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-37M05,0.729825,52.236286,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-37M23,0.722775,52.239812,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-RSN1885,1.258622,52.303105,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TF043454,-0.446281,52.995001,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0142,-0.328381,52.960129,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WEN200,1.119229,52.725089,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-GWSH320N,-0.452909,52.657898,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-FRES4,-0.12935,53.563698,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1597,-0.04934,52.859092,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0197,-0.253644,52.618599,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-LUDO1,-0.015913,53.365456,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-14M05,-0.23952,51.986331,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-RSN1841,0.701594,51.698015,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-37M14,0.460513,52.345621,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-FRES2,-0.0983,53.571191,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1790,-1.054573,52.289619,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1793,-0.026034,52.593176,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WITHN,-0.623627,52.890242,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-GTHORPBR,-0.263585,52.609296,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-GLV060,1.041234,52.931028,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-CEDARHSE,1.538819,52.11068,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-WESTACLE,1.542074,52.637046,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TM04020,0.927661,52.045893,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TRIBLUD,-0.035965,53.364107,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL24137S,-0.249242,52.053689,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-VICTORBR,-0.340218,52.89632,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-YAX025,1.128641,52.320221,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-41M08,0.783944,52.37531,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-M344368,1.420904,52.043234,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-BRTNCRFT,1.248022,52.226653,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-ELMERDLE,1.164727,52.823481,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TL44251C,0.049864,52.086847,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL54168C,0.233032,52.052774,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL22083C,-0.226637,51.925354,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL02008C,-0.525678,51.871124,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL34206C,0.001952,52.074641,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
MD-RSN0422,-1.995917,52.784434,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0502,-2.741014,51.840045,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0426,-1.983209,52.160963,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0532,-1.233846,53.414596,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-RSN1516,-1.611808,53.214401,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0548,-0.79279,53.106153,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-RSN0014,-1.22983,52.43773,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-RSN0406,-1.554741,52.59319,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0022,-2.743645,52.610299,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN1514,-2.670291,52.876562,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-00000004,-3.041654,51.416663,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-00000009,-2.923327,51.507663,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-RSN0518,-2.531125,52.35912,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0526,-1.209936,52.562166,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-37533100,-1.148907,53.469985,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-51703180,-1.74623,53.233198,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-52788580,-1.740813,53.326544,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-14540995,-2.342294,52.101031,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-19337930,-2.816121,52.536085,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-52397250,-1.677795,53.279182,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-51706590,-1.914538,53.258885,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-37556280,-1.1181,53.420485,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-14141795,-2.342177,52.066777,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-13168800,-2.336579,52.078841,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-49705980,-1.606841,53.159867,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-51678500,-1.613405,53.170046,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-53885830,-1.416777,52.787291,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-49708500,-1.633504,53.265616,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-51703050,-1.73263,53.223164,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-49703540,-1.50655,53.090431,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-51480525,-1.514634,53.093925,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-37536980,-1.181002,53.48531,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-43536350,-1.075312,53.104538,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-57064,-2.603611,52.079987,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-65287980,-1.973427,52.511478,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-58142,-2.817265,51.915649,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-49698700,-1.452567,52.958863,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-49698705,-1.45315,52.958658,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-32968980,-3.022536,52.679042,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-54522305,-1.816747,53.159385,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-57058,-2.944327,52.043889,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-00362500,-2.551025,51.741962,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-26960740,-2.362701,52.95546,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-55728320,-2.017234,52.996194,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-38480320,-0.990237,53.231746,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-79396180,-1.108126,53.29294,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-01282380,-2.480656,51.839185,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-38957570,-1.232128,53.303546,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-37423150,-1.068873,53.435258,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-07491940,-1.893639,51.989548,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-59536060,-1.606902,52.648571,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-61388860,-1.645666,52.550318,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-57403220,-1.793011,53.053816,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-56038930,-1.935931,52.965435,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-23367050,-2.203472,52.376096,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-37498050,-1.032439,53.517027,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-30433490,-2.843945,52.74122,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-50016770,-1.594074,52.983008,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-29956500,-2.775678,52.758947,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-27138380,-2.663354,52.778327,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-29174120,-2.720232,52.793277,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-00218740,-2.555482,51.718087,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28632445,-2.498529,52.806552,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28396540,-2.6003,52.828645,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28396280,-2.554731,52.805044,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-38814510,-1.17626,53.386923,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-02059390,-2.150093,51.725212,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-02059380,-2.152554,51.725092,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-37330020,-0.932544,53.548555,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-52175600,-1.599644,53.194028,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-52598540,-1.715591,53.303754,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-48279900,-0.784358,52.813873,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-51797100,-1.702888,53.166185,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-51774870,-1.689975,53.143932,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-54520650,-1.78842,53.080415,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-54520710,-1.791686,53.084196,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-C0000042,-1.791085,53.084869,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-38367060,-1.009804,53.443098,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-57042,-2.712469,51.979087,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0126,-1.259418,52.80335,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-86134249,-1.26931,53.206924,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-RSN0118,-1.69484,52.78967,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0746,-2.032573,52.017723,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0758,-2.586787,51.917447,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-53785380,-1.448278,52.795019,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0712,-1.991312,53.139516,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0724,-0.864156,53.30577,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-RSN0116,-1.261389,53.050023,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0718,-0.88189,52.988693,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-RSN0710,-2.755637,52.710585,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-52487050,-1.641457,53.286296,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-57061,-2.701692,52.039399,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0730,-2.081179,51.781618,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0762,-1.378694,52.577043,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0122,-1.61651,52.06791,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0754,-2.681251,52.499009,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0102,-1.560569,52.35388,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-02848580,-2.388194,51.956498,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-03017215,-2.449921,51.925692,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0119,-3.128472,52.868677,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
