sample.samplingPoint,longitude,latitude,area,subarea
MD-58133,-2.757712,51.947552,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-09371250,-1.789184,52.184142,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-52421500,-1.654098,53.275628,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-C0000112,-1.993916,52.782591,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-00007320,-2.461112,51.744678,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-00004720,-2.517807,51.686808,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-00009910,-2.447915,51.786897,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-00017000,-2.267942,51.874478,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-00014475,-2.337479,51.849754,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-00001720,-2.637143,51.634971,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-00001070,-2.687575,51.59035,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9
MD-72773860,-2.000748,52.645051,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-64264930,-1.821177,52.539727,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-71120700,-2.051801,52.748798,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-27936700,-2.845573,52.886392,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-24575040,-2.343151,52.515568,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-11464150,-1.544652,52.321113,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-82800100,-2.068261,52.853067,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-61383650,-1.656159,52.553235,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-01148390,-2.446477,51.848266,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-51557990,-1.494112,53.135,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-36741870,-1.131025,52.936928,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-23546360,-2.238571,52.496856,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-29556910,-2.91313,52.670856,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-66333840,-1.844886,52.686195,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-37502980,-1.102232,53.520825,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-76755950,-2.035233,52.814463,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-73430580,-2.068625,52.632284,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-77860320,-2.24714,52.972386,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-09882960,-1.765352,52.009771,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-10968900,-1.520981,52.261809,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-54522180,-1.813035,53.153177,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-76421970,-2.345038,52.90759,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-37217030,-1.045615,53.57831,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-39882800,-1.062865,53.164561,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-26901250,-2.643652,52.668815,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-27355390,-2.655945,52.912519,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28440060,-2.526363,52.779967,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28632720,-2.467361,52.818905,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-44462907,-1.134978,52.970038,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-38935160,-1.173633,53.305115,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-12121230,-1.319158,52.368487,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C
MD-39770700,-0.980835,53.217598,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-52319740,-1.664224,53.234883,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-01749720,-2.161533,51.689458,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-26951760,-2.539651,52.845027,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-77244790,-2.131482,52.923328,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-57336980,-1.719614,53.096849,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-26443980,-2.744132,52.629426,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-23951970,-2.289636,52.377624,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-06754280,-1.997711,52.151749,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-23976902,-2.345143,52.369231,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-00542580,-2.488978,51.73918,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-25425090,-2.354284,52.635459,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28512630,-2.373596,52.837845,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28625390,-2.280999,52.774365,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-22294220,-2.202826,52.283229,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-00034220,-2.249524,52.271991,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-25171630,-2.259131,52.576445,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-15359440,-2.410084,52.263901,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-30398100,-3.019839,52.902643,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-28403760,-2.605294,52.835541,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-44790460,-1.153657,53.049693,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-50818400,-1.490732,53.00227,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-29173700,-2.703396,52.770095,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-23526510,-2.241802,52.522021,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-26958140,-2.447387,52.925596,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-53786300,-1.451339,52.775661,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-53819320,-1.461,52.798799,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-54520900,-1.757697,53.10193,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-56148220,-1.883921,52.983644,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-57597580,-1.960557,53.112678,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-28863480,-2.64543,52.919381,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-46874750,-1.258646,52.732713,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-00057360,-2.900131,52.72912,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-30306020,-3.04358,52.869714,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-38924360,-1.140936,53.317657,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-38640520,-1.062595,53.295602,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-41867750,-0.849813,53.155233,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-46250170,-1.270563,52.812795,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-53185220,-1.759472,53.396532,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-29173702,-2.703546,52.770184,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-30015170,-2.844855,52.772948,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-30030950,-2.781539,52.788305,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-30447760,-2.885028,52.758451,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-30511180,-2.931201,52.748658,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-00027540,-2.21788,52.064915,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-04767100,-2.156231,51.997313,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0228,-1.222829,53.232141,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-RSN0234,-1.930445,52.117763,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-RSN0916,-0.86923,53.460628,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B
MD-RSN0938,-2.155652,52.157355,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C
MD-37065278,-1.691087,53.143171,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0934,-1.579389,52.975218,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0910,-0.875125,52.782045,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-RSN0942,-1.010251,52.708246,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D
MD-RSN0906,-2.557337,51.767638,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0202,-2.486391,51.785512,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0904,-1.547874,53.180907,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C
MD-RSN0918,-1.686049,52.49607,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B
MD-RSN0935,-3.043103,52.383309,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
MD-RSN0231,-2.954202,52.360254,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B
